word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
nee	7646	4.90	0.9313	0	0	0	4160
nh	7647	4.90	0.6776	0	0	3287	0
obliged	7648	4.90	1.4321	0	3130	0	0
ook	7649	4.90	1.4604	3617	0	0	2737
pointed	7650	4.90	1.0546	0	1672	2564	4970
pra	7651	4.90	0.8631	1053	0	0	3278
rental	7652	4.90	1.3286	4329	0	4776	0
sector	7653	4.90	1.2330	0	2017	3116	0
sleepy	7654	4.90	1.7757	1352	0	0	3728
sometime	7655	4.90	1.0351	2635	0	0	2412
soo	7656	4.90	1.1650	814	0	0	0
sticks	7657	4.90	1.4033	4661	0	0	3187
subsidiary	7658	4.90	1.4033	0	0	1950	0
te	7659	4.90	0.9091	823	0	0	213
testing	7660	4.90	1.4033	2617	2234	1954	0
tiny	7661	4.90	1.3740	2302	3977	3281	2219
trey	7662	4.90	1.1650	3820	0	0	0
uma	7663	4.90	1.1824	1290	0	0	4199
ven	7664	4.90	1.3286	0	0	0	2460
wer	7665	4.90	0.6776	4573	0	0	4169
xm	7666	4.90	1.1824	3611	0	0	0
yuh	7667	4.90	1.3439	3990	0	0	1109
yup	7668	4.90	1.4604	1667	0	0	4251
zo	7669	4.90	0.9313	4518	0	0	1561
deine	7670	4.90	1.4895	0	0	0	2759
dre	7671	4.90	1.2949	0	0	0	1759
fi	7672	4.90	1.1945	0	0	0	1276
kommt	7673	4.90	0.9627	0	0	0	4281
macht	7674	4.90	1.0051	0	0	0	3867
mig	7675	4.90	1.5844	0	0	0	3891
sono	7676	4.90	1.1769	0	0	0	2007
static	7677	4.90	1.4895	0	4813	0	3247
toi	7678	4.90	1.4178	0	0	0	2373
vii	7679	4.90	1.2457	0	2702	0	0
broads	7680	4.90	1.9267	0	0	0	4423
moe	7681	4.90	1.2418	0	0	0	4384
liefde	7682	4.89	1.4206	0	0	0	3943
aiyyo	7683	4.89	1.3151	0	0	0	2683
2nd	7684	4.88	1.5471	0	3617	0	0
@tommcfly	7685	4.88	0.8953	0	0	0	0
age	7686	4.88	1.6117	1256	322	332	1148
ago	7687	4.88	0.9398	545	1127	343	847
allein	7688	4.88	1.3192	0	0	0	4410
b4	7689	4.88	1.2558	0	0	0	0
billboard	7690	4.88	1.2879	0	0	0	4650
black	7691	4.88	1.8366	219	420	409	244
bt	7692	4.88	0.5584	3013	0	0	0
causes	7693	4.88	1.2720	4188	1155	2918	0
chuck	7694	4.88	1.3944	2175	0	4685	4525
cited	7695	4.88	1.4090	0	2758	2430	0
dass	7696	4.88	1.2061	4239	0	0	2911
dejes	7697	4.88	0.9398	0	0	0	4860
dentro	7698	4.88	0.9823	0	0	0	2406
der	7699	4.88	0.8953	855	1187	0	611
digg	7700	4.88	1.4377	4342	0	0	0
drifting	7701	4.88	1.5732	0	0	0	2326
du	7702	4.88	0.9179	1719	1899	4494	452
elderly	7703	4.88	1.7219	0	4171	1917	0
frost	7704	4.88	1.7337	0	0	0	4264
guard	7705	4.88	1.6243	3759	2454	1576	2416
herman	7706	4.88	1.2229	0	0	3764	0
het	7707	4.88	0.6893	1581	0	0	540
ir	7708	4.88	1.0230	2539	0	0	3420
issued	7709	4.88	1.1364	0	2137	1552	0
it's	7710	4.88	0.7990	0	502	0	0
judges	7711	4.88	1.3346	0	3282	2681	0
junto	7712	4.88	1.0812	0	0	0	3925
lectures	7713	4.88	1.8142	0	4265	0	0
lieu	7714	4.88	0.9398	0	0	739	0
mais	7715	4.88	0.7730	1329	0	0	1849
memo	7716	4.88	1.1542	0	0	3792	0
mg	7717	4.88	0.9823	0	2542	0	0
mis	7718	4.88	1.0999	4517	0	0	1292
moody's	7719	4.88	1.1364	0	0	0	0
nevertheless	7720	4.88	1.4234	0	1445	4452	0
oil	7721	4.88	1.6368	1663	928	626	3063
operator	7722	4.88	1.5732	0	4367	0	0
previous	7723	4.88	0.8485	3895	1083	1025	0
prior	7724	4.88	1.1542	0	1575	2694	0
re	7725	4.88	0.6273	1863	399	0	0
regulators	7726	4.88	1.5205	0	0	3520	0
remarks	7727	4.88	1.5732	0	2850	3250	0
rt	7728	4.88	1.0622	15	0	0	0
scale	7729	4.88	1.3037	0	934	3544	0
se	7730	4.88	1.2558	553	2503	0	307
sei	7731	4.88	1.0230	4802	0	0	1615
sgt	7732	4.88	1.0622	0	0	4421	0
sie	7733	4.88	0.9179	3847	0	0	1026
siegel	7734	4.88	0.9613	0	0	4754	0
sp	7735	4.88	0.6893	4312	0	0	0
st	7736	4.88	0.5584	727	479	155	2437
thang	7737	4.88	1.3192	4870	0	0	1247
toilet	7738	4.88	1.4934	2681	0	0	0
tryna	7739	4.88	1.0999	1411	0	0	1819
ummm	7740	4.88	0.9398	3612	0	0	0
veel	7741	4.88	1.2720	0	0	0	3501
viel	7742	4.88	0.7730	0	0	0	4328
went	7743	4.88	1.4518	310	295	503	388
whose	7744	4.88	1.1542	2699	341	351	1554
eg	7745	4.88	1.3328	0	1019	0	0
igual	7746	4.88	1.1298	0	0	0	2956
qui	7747	4.88	0.8811	0	4085	0	1157
substitute	7748	4.88	1.4668	0	4575	0	0
nous	7749	4.88	1.1601	0	0	0	2746
senza	7750	4.88	1.2985	0	0	0	3330
#random	7751	4.86	1.6414	0	0	0	0
@donniewahlberg	7752	4.86	1.2938	0	0	0	0
@ladygaga	7753	4.86	1.9693	0	0	0	0
accounting	7754	4.86	1.5388	0	3889	699	0
ap	7755	4.86	1.2456	1446	0	0	0
arnold	7756	4.86	1.3554	0	0	2784	0
b-after	7757	4.86	1.1608	0	0	0	0
bb	7758	4.86	0.9037	1862	0	0	0
bk	7759	4.86	1.3852	3477	0	0	0
bush	7760	4.86	1.7144	1988	4402	414	3879
bustin	7761	4.86	1.5909	0	0	0	3443
cia	7762	4.86	1.1068	0	0	4306	0
circumstances	7763	4.86	1.1068	0	977	3255	0
cont	7764	4.86	0.9478	885	0	0	0
cud	7765	4.86	0.8574	0	0	0	0
diff	7766	4.86	0.8809	4124	0	0	0
divisions	7767	4.86	1.4848	0	3416	0	0
dus	7768	4.86	1.1250	0	0	0	3381
echt	7769	4.86	1.1782	0	0	0	3896
elsewhere	7770	4.86	0.9478	0	2154	2550	0
ft	7771	4.86	0.7827	1458	2728	0	0
gonna	7772	4.86	1.6164	166	0	0	74
haben	7773	4.86	1.3704	0	0	0	4247
hath	7774	4.86	1.1250	0	2895	0	0
hong	7775	4.86	0.9691	0	0	2728	0
how's	7776	4.86	0.9478	0	0	0	0
hr	7777	4.86	1.1430	2641	0	0	0
ira	7778	4.86	1.3999	0	0	3213	0
ish	7779	4.86	1.2779	2743	0	0	0
ja	7780	4.86	1.2938	1460	0	0	1030
jst	7781	4.86	0.8332	3915	0	0	0
knock	7782	4.86	0.9478	2741	0	0	899
le	7783	4.86	0.8084	960	1134	3801	500
mah	7784	4.86	0.9260	2756	0	0	0
mask	7785	4.86	1.2456	4894	0	0	2364
mehr	7786	4.86	1.1068	4602	0	0	2103
mijn	7787	4.86	0.9037	4660	0	0	1286
missy	7788	4.86	1.5520	0	0	0	2020
nadie	7789	4.86	1.2456	0	0	0	2197
nonetheless	7790	4.86	1.0104	0	0	4416	0
nu	7791	4.86	0.8809	2074	0	0	1507
og	7792	4.86	1.1782	4484	0	0	1603
oi	7793	4.86	1.5388	0	0	0	4333
oo	7794	4.86	1.3554	1926	0	0	1898
ou	7795	4.86	0.9691	2205	0	0	2853
rd	7796	4.86	0.8084	2434	0	3303	0
recuerdo	7797	4.86	1.1068	0	0	0	4723
ridin	7798	4.86	1.3554	0	0	0	2761
sensitive	7799	4.86	1.4144	0	2686	3542	0
seo	7800	4.86	1.1250	2366	0	0	0
shapiro	7801	4.86	1.0304	0	0	4029	0
sm	7802	4.86	0.7287	3405	0	0	0
smoked	7803	4.86	1.9589	0	0	0	3183
sooooo	7804	4.86	1.0500	2256	0	0	0
sr	7805	4.86	1.1954	0	0	3730	0
staring	7806	4.86	1.2779	3419	0	0	1412
tellin	7807	4.86	1.3095	4762	0	0	2325
tempted	7808	4.86	1.7263	4979	0	0	0
tract	7809	4.86	1.2456	0	3698	0	0
voor	7810	4.86	0.5349	2395	0	0	1206
vor	7811	4.86	1.0692	0	0	0	3419
vt	7812	4.86	1.5909	0	0	3440	0
w	7813	4.86	0.9478	615	862	432	2674
were	7814	4.86	1.1430	164	32	42	131
wie	7815	4.86	1.3704	2574	0	0	995
ze	7816	4.86	1.3403	0	0	0	1220
toch	7817	4.86	1.1694	0	0	0	3326
askin	7818	4.86	1.2416	0	0	0	4057
cinta	7819	4.86	1.3693	0	0	0	4754
eminem	7820	4.86	1.9685	0	0	0	2062
geld	7821	4.86	1.5943	0	0	0	4660
ibid	7822	4.86	1.3693	0	1879	0	0
isn	7823	4.86	0.9789	0	2757	0	0
kane	7824	4.86	1.1547	0	0	0	4221
labour	7825	4.86	1.8708	0	1143	0	0
pienso	7826	4.86	1.0801	0	0	0	4932
soc	7827	4.86	1.3070	0	4592	0	0
miedo	7828	4.85	1.2026	0	0	0	3308
tienes	7829	4.85	1.1297	0	0	0	3124
explicit	7830	4.85	1.6013	0	4199	0	0
@taylorswift13	7831	4.84	1.8775	0	0	0	0
abt	7832	4.84	0.9765	1739	0	0	0
administration	7833	4.84	1.5696	0	874	392	0
amo	7834	4.84	1.1669	3411	0	0	3157
an	7835	4.84	0.8418	61	29	21	130
awhile	7836	4.84	0.9553	3124	0	0	2073
b	7837	4.84	1.2513	354	206	436	1053
b7	7838	4.84	1.0568	0	0	0	0
capitalist	7839	4.84	2.3418	0	4694	0	0
crawl	7840	4.84	1.5954	0	0	0	1423
d1	7841	4.84	1.2349	0	0	0	0
dam	7842	4.84	1.2349	2878	0	0	3527
dats	7843	4.84	1.2513	2621	0	0	0
decades	7844	4.84	1.3756	0	3387	1741	0
dem	7845	4.84	1.2014	1453	0	0	539
desde	7846	4.84	0.6809	4546	0	0	3461
di	7847	4.84	1.2513	843	2838	0	404
en	7848	4.84	1.0568	294	1233	0	174
est	7849	4.84	1.0568	2158	2788	0	2034
filed	7850	4.84	1.1314	3677	0	1264	0
friedman	7851	4.84	1.4619	0	0	3042	0
hab	7852	4.84	0.9337	4658	0	0	3020
harris	7853	4.84	0.8889	0	0	1973	0
hm	7854	4.84	1.2014	3120	0	0	0
hows	7855	4.84	1.1843	3891	0	0	0
ht	7856	4.84	0.5481	4741	0	0	0
investigating	7857	4.84	1.1669	0	0	3672	0
invisible	7858	4.84	1.7066	0	0	0	2995
jd	7859	4.84	0.7918	3460	0	0	4675
ka	7860	4.84	0.8657	3049	0	0	2577
ke	7861	4.84	0.9971	2041	0	0	4019
keine	7862	4.84	1.1132	0	0	0	3607
lo	7863	4.84	1.1132	730	4650	0	412
maintenance	7864	4.84	1.5954	0	2314	2797	0
mar	7865	4.84	1.2349	4151	0	0	2395
mining	7866	4.84	1.5434	0	3553	0	0
mn	7867	4.84	0.7656	4309	0	0	0
nao	7868	4.84	1.3149	2995	0	0	0
need	7869	4.84	1.4337	83	258	324	79
nt	7870	4.84	0.6809	4260	0	0	0
o_o	7871	4.84	1.1493	0	0	0	0
oh	7872	4.84	1.0759	114	1405	4045	46
proc	7873	4.84	1.0174	0	4771	0	0
rates	7874	4.84	1.1493	3067	1105	896	0
reagan	7875	4.84	1.5301	0	0	1549	0
sanders	7876	4.84	1.2993	0	0	4767	0
secret	7877	4.84	1.6081	1026	1668	1994	855
setup	7878	4.84	1.4049	4881	0	0	0
sharp	7879	4.84	1.6946	4866	2369	2587	2653
sih	7880	4.84	0.7103	4391	0	0	0
sta	7881	4.84	1.0759	0	0	0	4118
t	7882	4.84	0.7656	734	77	797	1608
temp	7883	4.84	1.4194	3407	0	0	0
tooth	7884	4.84	1.4194	4182	0	0	3797
vc	7885	4.84	0.8657	2294	0	0	0
vernon	7886	4.84	1.2349	0	0	3252	0
ward	7887	4.84	1.1132	0	3815	3260	0
duele	7888	4.84	1.0324	0	0	0	4369
horns	7889	4.84	1.9295	0	0	0	4472
inevitably	7890	4.84	1.5322	0	4750	0	0
jeg	7891	4.84	1.1609	0	0	0	2579
kneel	7892	4.84	1.3896	0	0	0	3805
partial	7893	4.84	1.3593	0	2662	0	0
puedes	7894	4.84	1.2640	0	0	0	4084
throwin	7895	4.84	1.5988	0	0	0	4433
zeg	7896	4.84	1.0675	0	0	0	4478
geen	7897	4.83	1.4923	0	0	0	2126
louder	7898	4.83	1.5483	0	0	0	2828
tutto	7899	4.83	1.0785	0	0	0	3416
tout	7900	4.83	1.1096	0	0	0	2087
temptation	7901	4.83	1.9115	0	0	0	2524
#omgfacts	7902	4.82	1.6866	0	0	0	0
@stephenfry	7903	4.82	1.4241	0	0	0	0
@tweetmeme	7904	4.82	1.7460	0	0	0	0
acho	7905	4.82	0.7197	4450	0	0	0
addenda	7906	4.82	1.2403	0	0	672	0
administration's	7907	4.82	1.5077	0	0	0	0
altered	7908	4.82	1.3506	0	3715	0	0
ang	7909	4.82	0.8734	3903	0	0	2568
att	7910	4.82	1.1008	2973	0	0	0
ayer	7911	4.82	1.1192	0	0	0	4081
b/c	7912	4.82	1.3200	0	0	0	0
b2	7913	4.82	1.1008	0	0	0	0
beard	7914	4.82	1.2887	0	0	0	0
cane	7915	4.82	1.7922	0	0	0	4248
cases	7916	4.82	0.9190	4590	329	756	0
causing	7917	4.82	1.1899	0	3590	0	0
che	7918	4.82	1.0821	0	0	0	562
col	7919	4.82	0.9833	0	4919	4987	0
cum	7920	4.82	2.0572	3247	0	2594	2002
de	7921	4.82	0.8497	99	142	640	108
deh	7922	4.82	0.9409	2827	0	0	3608
demi	7923	4.82	0.8734	2316	0	0	0
doch	7924	4.82	0.8003	4509	0	0	1411
duties	7925	4.82	1.6866	0	1824	4885	0
eso	7926	4.82	1.0821	2938	0	0	2284
examination	7927	4.82	1.5211	0	1430	0	0
exposure	7928	4.82	1.5211	0	2545	4938	0
finna	7929	4.82	1.0821	3323	0	0	0
flipped	7930	4.82	1.3354	0	0	0	4914
gm	7931	4.82	1.0821	3671	0	4082	0
hes	7932	4.82	1.1192	1659	0	0	3979
hid	7933	4.82	1.1192	0	0	0	3885
hoje	7934	4.82	1.0039	2527	0	0	0
hood	7935	4.82	1.2887	2380	0	0	836
impact	7936	4.82	1.3200	3549	1478	1584	0
israeli	7937	4.82	1.7460	0	0	1352	0
lagi	7938	4.82	0.9190	2944	0	0	0
ll	7939	4.82	0.7475	0	521	0	4440
mideast	7940	4.82	1.5609	0	0	4187	0
municipal	7941	4.82	0.9833	0	3788	2475	0
must	7942	4.82	1.4384	301	98	370	230
n	7943	4.82	1.0821	179	385	1028	1308
ne	7944	4.82	0.5602	1847	3413	0	983
ng	7945	4.82	1.2070	4170	0	0	4191
ot	7946	4.82	1.1008	4643	0	0	0
over	7947	4.82	1.4803	116	90	86	119
pst	7948	4.82	1.4097	4830	0	0	0
quando	7949	4.82	0.9624	4279	0	0	2403
ralph	7950	4.82	1.4384	0	0	2491	0
repeated	7951	4.82	1.1726	0	1956	2915	0
rushing	7952	4.82	1.4665	0	0	0	3838
sellin	7953	4.82	1.4525	0	0	0	4080
sich	7954	4.82	0.9409	2600	0	0	2084
smell	7955	4.82	1.5477	1308	4968	0	1042
ticking	7956	4.82	1.5868	0	0	0	4442
tt	7957	4.82	1.2070	2685	0	0	0
udah	7958	4.82	0.6908	3461	0	0	0
vegan	7959	4.82	1.7106	4700	0	0	0
wah	7960	4.82	1.8035	4609	0	0	3248
warum	7961	4.82	1.3354	0	0	0	4955
witness	7962	4.82	1.3656	0	2764	3177	1858
wut	7963	4.82	1.1373	3825	0	0	0
assumptions	7964	4.82	1.7192	0	3644	0	0
dawg	7965	4.82	1.6030	0	0	0	2849
dro	7966	4.82	1.2857	0	0	0	4392
gaan	7967	4.82	1.4815	0	0	0	2564
nerve	7968	4.82	1.4815	0	2211	0	2548
scheme	7969	4.82	1.6668	0	1961	0	3774
sus	7970	4.82	0.9932	0	0	0	2771
vas	7971	4.82	1.1845	0	0	0	2140
vein	7972	4.82	1.5367	0	4779	0	4426
werden	7973	4.82	1.3177	0	0	0	4840
otro	7974	4.81	0.8910	0	0	0	3174
toda	7975	4.81	1.2990	0	0	0	2922
detection	7976	4.81	1.2792	0	4386	0	0
@jonathanrknight	7977	4.80	1.2778	0	0	0	0
advisory	7978	4.80	1.1952	0	0	1370	0
ak	7979	4.80	0.9689	0	0	0	4806
ao	7980	4.80	0.8571	3318	0	0	0
apa	7981	4.80	0.7825	2782	0	0	0
asap	7982	4.80	1.5386	2397	0	0	0
bankers	7983	4.80	1.8626	0	0	3917	0
bij	7984	4.80	0.8806	4571	0	0	2049
bosnia	7985	4.80	1.7023	0	0	2868	0
c1	7986	4.80	0.8330	0	0	0	0
cock	7987	4.80	2.0000	4494	0	0	1894
det	7988	4.80	0.8806	3138	0	0	2009
dey	7989	4.80	0.7559	2270	0	0	4192
didn	7990	4.80	1.2454	0	713	0	0
eds	7991	4.80	1.1066	0	1834	0	0
el	7992	4.80	1.1249	391	1762	2467	220
es	7993	4.80	0.7825	572	4098	0	306
eu	7994	4.80	1.0690	688	0	0	1624
fa	7995	4.80	0.8571	3103	0	0	2159
giuliani	7996	4.80	1.7957	0	0	1729	0
h	7997	4.80	0.8806	1466	546	449	3949
it'd	7998	4.80	1.0690	0	0	0	0
johns	7999	4.80	1.3851	0	0	4904	0
judy	8000	4.80	1.0690	0	0	2813	0
kan	8001	4.80	1.1429	1967	0	0	1568
lautner	8002	4.80	1.2617	4462	0	0	0
lejos	8003	4.80	1.1249	0	0	0	3989
ltd	8004	4.80	1.1066	0	3792	2842	0
lugar	8005	4.80	1.3248	0	0	0	3378
meetings	8006	4.80	1.5386	3064	2540	2461	0
mein	8007	4.80	1.4142	4429	0	0	1706
mental	8008	4.80	1.8183	2626	1107	2766	2414
naar	8009	4.80	0.8081	2950	0	0	1891
nai	8010	4.80	1.3851	0	0	0	4921
nd	8011	4.80	0.9476	1098	0	0	0
nerd	8012	4.80	1.8736	3556	0	0	0
nom	8013	4.80	1.3702	2991	0	0	0
olvidar	8014	4.80	1.1780	0	0	0	4141
one-time	8015	4.80	1.2122	0	0	0	0
orthodox	8016	4.80	1.3553	0	0	4941	0
pataki	8017	4.80	1.2289	0	0	2547	0
pe	8018	4.80	0.7559	4425	0	0	0
proceedings	8019	4.80	1.3553	0	2206	4908	0
pussy	8020	4.80	2.6650	2019	0	0	949
rehabilitation	8021	4.80	1.8626	0	0	4719	0
rep	8022	4.80	1.5253	3418	0	0	3652
sachs	8023	4.80	1.3851	0	0	3581	0
slightly	8024	4.80	0.8571	2551	1787	2079	0
superintendent	8025	4.80	1.3093	0	0	4374	0
sur	8026	4.80	1.1780	3428	4851	0	2341
versus	8027	4.80	1.2289	0	3476	0	0
wats	8028	4.80	0.8571	1689	0	0	0
wen	8029	4.80	1.0498	1345	0	0	0
what	8030	4.80	0.7559	44	60	75	29
what's	8031	4.80	0.8571	0	3191	0	0
whos	8032	4.80	0.6701	4264	0	0	0
widespread	8033	4.80	1.1429	0	3991	4303	0
yrs	8034	4.80	1.1249	2060	0	0	0
zonder	8035	4.80	1.2936	0	0	0	3785
petition	8036	4.80	1.5778	0	4568	0	0
gimmie	8037	4.80	1.5809	0	0	0	4836
jamais	8038	4.80	1.4858	0	0	0	4469
laat	8039	4.80	1.1177	0	0	0	2545
manos	8040	4.80	1.2744	0	0	0	4097
niets	8041	4.80	1.3537	0	0	0	3697
passive	8042	4.80	1.7675	0	4188	0	0
tous	8043	4.80	1.1722	0	0	0	3806
mase	8044	4.79	1.1478	0	0	0	4386
wij	8045	4.79	0.9444	0	0	0	4598
#p2	8046	4.78	0.6788	0	0	0	0
1/2-bath	8047	4.78	1.1657	0	0	0	0
aja	8048	4.78	0.9538	2235	0	0	0
asi	8049	4.78	1.0554	0	0	0	2461
at;t	8050	4.78	1.0746	0	0	0	0
b1	8051	4.78	0.9750	0	0	0	0
bc	8052	4.78	0.8154	1639	3174	0	0
belly	8053	4.78	1.4609	3162	0	0	2500
blizzard	8054	4.78	2.0926	0	0	0	0
ce	8055	4.78	0.8873	4217	4320	0	1789
conditions	8056	4.78	1.4748	4116	394	2001	0
confess	8057	4.78	1.5687	0	0	0	2302
dann	8058	4.78	1.1657	4103	0	0	2114
des	8059	4.78	1.2982	2364	1234	0	1121
dha	8060	4.78	1.1657	4739	0	0	0
difference	8061	4.78	1.1830	1821	703	1965	1587
em	8062	4.78	1.1480	506	4159	0	485
ep	8063	4.78	1.2002	2553	0	0	0
essa	8064	4.78	0.8873	3660	0	0	0
exit	8065	4.78	1.5687	4491	0	4648	4068
fate	8066	4.78	1.2664	0	2645	3861	964
fo	8067	4.78	1.1657	2852	0	0	2613
funk	8068	4.78	1.6199	0	0	0	1553
gat	8069	4.78	1.4609	0	0	0	2237
gimme	8070	4.78	1.2824	4681	0	0	771
gli	8071	4.78	0.9750	0	0	0	3883
israel	8072	4.78	1.7296	3516	2062	668	0
je	8073	4.78	1.0554	1311	0	0	290
juss	8074	4.78	0.6788	3551	0	0	0
kein	8075	4.78	0.9957	0	0	0	3257
llorar	8076	4.78	1.4327	0	0	0	3669
meds	8077	4.78	1.3746	3592	0	0	0
military	8078	4.78	1.7530	3213	597	448	0
mud	8079	4.78	1.7761	0	0	0	2689
nasdaq	8080	4.78	1.5022	0	0	2978	0
nos	8081	4.78	0.9322	2869	0	0	1272
nur	8082	4.78	1.0359	3241	0	0	1446
ohh	8083	4.78	1.3445	2059	0	0	1049
pena	8084	4.78	1.3138	0	0	0	4895
r	8085	4.78	1.0554	341	475	346	1592
reserved	8086	4.78	1.4039	0	3631	0	0
reversed	8087	4.78	1.4327	0	0	3463	0
sigo	8088	4.78	0.9322	0	0	0	4878
sooo	8089	4.78	1.5022	770	0	0	0
stakes	8090	4.78	0.9538	0	0	4581	0
suddenly	8091	4.78	1.3138	2799	1429	2129	1353
though	8092	4.78	1.0359	249	189	431	345
throwing	8093	4.78	1.2337	2810	0	4927	2880
tht	8094	4.78	0.8154	1390	0	0	0
ver	8095	4.78	0.9538	1601	0	0	1682
wallace	8096	4.78	1.3445	0	0	3988	0
wel	8097	4.78	0.6158	3676	0	0	2668
wieder	8098	4.78	0.9750	3391	0	0	2967
witnesses	8099	4.78	1.4609	0	4542	3208	0
wud	8100	4.78	1.2501	3248	0	0	0
tijd	8101	4.78	1.4757	0	0	0	4200
unseen	8102	4.78	1.2122	0	0	0	4605
@aplusk	8103	4.76	1.1168	0	0	0	0
@ddlovato	8104	4.76	1.1877	0	0	0	0
ahl	8105	4.76	1.0412	0	0	4868	0
aside	8106	4.76	0.9161	4765	2436	2611	2117
bak	8107	4.76	0.8935	3624	0	0	0
board	8108	4.76	1.5194	845	728	187	2936
buat	8109	4.76	0.8935	3920	0	0	0
chilling	8110	4.76	2.1812	3060	0	0	0
cnt	8111	4.76	0.7709	3329	0	0	0
coz	8112	4.76	1.0412	2725	0	0	1906
dat	8113	4.76	1.2048	514	0	0	543
departure	8114	4.76	1.5194	0	3595	3971	0
dolor	8115	4.76	1.9226	0	0	0	2714
economics	8116	4.76	1.4223	0	2712	2344	0
else	8117	4.76	0.8935	484	885	1183	366
ese	8118	4.76	1.0606	4955	0	0	2489
essay	8119	4.76	1.6606	3170	3096	2662	0
gas	8120	4.76	1.6483	1461	1211	1194	1690
gd	8121	4.76	0.8221	4395	0	0	0
governors	8122	4.76	1.5460	0	0	3005	0
kobe	8123	4.76	1.7907	3650	0	0	0
lately	8124	4.76	1.6107	1752	0	0	1585
les	8125	4.76	1.2048	1971	1908	0	876
management	8126	4.76	1.4365	1965	603	692	0
min	8127	4.76	0.7440	1276	3653	0	4234
officials	8128	4.76	1.3637	4198	1999	180	0
ought	8129	4.76	1.2545	0	1330	3174	2238
oughta	8130	4.76	1.2867	0	0	0	2877
pieces	8131	4.76	1.2707	2874	1890	1869	1147
pig	8132	4.76	2.1050	2465	0	0	3171
por	8133	4.76	1.0214	447	0	0	473
pulled	8134	4.76	1.1528	2410	2935	2904	1331
quand	8135	4.76	1.2867	0	0	0	2562
re-election	8136	4.76	1.6971	0	0	0	0
repair	8137	4.76	1.8245	3818	3854	3663	0
report	8138	4.76	1.3334	1066	507	242	0
sa	8139	4.76	0.9161	1852	3938	0	1321
sans	8140	4.76	1.2048	0	0	0	3228
sho	8141	4.76	1.1528	0	0	0	4035
sinai	8142	4.76	1.1528	0	0	3364	0
somewhat	8143	4.76	1.3334	4733	1145	2939	0
spent	8144	4.76	1.5460	941	1426	967	1068
ta	8145	4.76	1.1704	1549	0	0	1092
targets	8146	4.76	1.4786	0	0	4934	0
telerate	8147	4.76	1.2382	0	0	2852	0
tem	8148	4.76	0.9161	1759	0	0	0
th	8149	4.76	0.9161	1564	3661	0	0
tha	8150	4.76	1.0412	883	0	0	661
took	8151	4.76	1.0214	363	304	412	333
trippin	8152	4.76	1.8020	0	0	0	2933
tuh	8153	4.76	1.1877	4381	0	0	0
tupac	8154	4.76	1.7792	0	0	0	4254
weer	8155	4.76	0.9161	4065	0	0	2510
weiss	8156	4.76	1.4078	0	0	3843	0
wenn	8157	4.76	1.0012	3264	0	0	1471
whats	8158	4.76	0.9806	738	0	0	1499
wore	8159	4.76	1.3637	3684	3982	4970	2488
would've	8160	4.76	1.0012	0	0	0	0
woulda	8161	4.76	1.2382	4954	0	0	4079
xd	8162	4.76	1.1350	424	0	0	0
af	8163	4.76	1.1820	0	0	0	4523
coulda	8164	4.76	1.3774	0	0	0	3560
drift	8165	4.76	1.4795	0	0	0	2363
goed	8166	4.76	1.0110	0	0	0	3714
ihr	8167	4.76	1.0514	0	0	0	1920
niente	8168	4.76	1.5617	0	0	0	4324
tek	8169	4.76	1.4073	0	0	0	4417
sword	8170	4.75	1.8552	0	3565	0	2165
&c	8171	4.74	1.0314	0	3602	0	0
'em	8172	4.74	0.9858	0	0	0	0
@adamlambert	8173	4.74	2.0385	0	0	0	0
admit	8174	4.74	1.2747	2198	2896	0	1716
alley	8175	4.74	1.1920	4398	0	0	2815
authority	8176	4.74	1.5884	0	668	935	0
b-includes	8177	4.74	1.1747	0	0	0	0
colo	8178	4.74	1.3524	0	0	4457	0
corner	8179	4.74	1.3524	1372	2201	2192	807
dag	8180	4.74	1.3219	0	0	0	2983
dah	8181	4.74	1.2423	3973	0	0	2415
dealers	8182	4.74	1.4957	0	0	3049	0
depending	8183	4.74	1.5493	0	2956	0	0
dow	8184	4.74	1.1747	0	0	3085	0
faz	8185	4.74	0.6642	4714	0	0	0
fml	8186	4.74	1.2747	2222	0	0	0
gona	8187	4.74	1.0844	4780	0	0	0
had	8188	4.74	0.8762	77	30	36	115
heavily	8189	4.74	1.1214	0	3489	3373	0
hook	8190	4.74	1.1395	2879	0	0	835
imma	8191	4.74	1.1214	1131	0	0	3078
judgment	8192	4.74	1.8385	0	1353	3443	0
licht	8193	4.74	1.2747	0	0	0	4249
load	8194	4.74	1.0654	2639	2067	0	1778
long	8195	4.74	1.6637	191	129	132	124
mines	8196	4.74	1.5493	0	4073	0	4151
minha	8197	4.74	0.9858	2077	0	0	0
muito	8198	4.74	0.9216	2425	0	0	0
myspace	8199	4.74	1.8049	1442	0	0	0
older	8200	4.74	1.7821	1983	1403	1781	1496
operate	8201	4.74	1.7001	0	3035	3230	0
otherwise	8202	4.74	0.8283	2432	1177	2320	0
policy	8203	4.74	1.4401	3335	381	483	0
pull	8204	4.74	1.1747	1651	3719	3403	553
quem	8205	4.74	1.2747	3362	0	0	0
res	8206	4.74	1.0844	0	4237	0	0
resist	8207	4.74	1.6011	4823	4304	0	1866
saber	8208	4.74	1.6759	0	0	0	3197
smaller	8209	4.74	1.4820	4991	1474	2016	0
smh	8210	4.74	0.7508	612	0	0	0
